instance_file,n_items,capacity,dp_value,dp_weight,dp_feasible,dp_time_ms,gnn_value,gnn_weight,gnn_feasible,gnn_time_ms,gap_gnn,dqn_value,dqn_weight,dqn_feasible,dqn_time_ms,gap_dqn,dp_selected_items,gnn_selected_items,dqn_selected_items
instance_0000.npz,134,797.0,1009.0,797.0,1,3.954699990572408,1001.0,797.0,1,2.9941999819129705,0.007928642220019821,858.0,797.0,1,31.3305,0.14965312190287414,"[6, 8, 15, 17, 26, 34, 56, 69, 74, 79, 80, 97, 99, 106, 119]","[0, 6, 8, 15, 18, 28, 34, 47, 56, 69, 79, 97, 99, 119, 121]","[0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 31, 106]"
instance_0001.npz,189,620.0,793.0,620.0,1,4.106399981537834,784.0,620.0,1,2.6673999964259565,0.011349306431273645,633.0,620.0,1,28.31929998,0.201765447667087,"[28, 35, 49, 55, 66, 68, 77, 85, 135, 142, 156]","[35, 48, 55, 66, 68, 77, 83, 94, 95, 121, 129, 135, 142, 158, 165, 167, 185]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 13, 19, 22]"
instance_0002.npz,170,574.0,719.0,574.0,1,3.410100005567074,706.0,574.0,1,2.311599993845448,0.01808066759388039,581.0,574.0,1,29.48570001,0.19193324061196107,"[1, 2, 38, 39, 61, 62, 72, 86, 96, 98, 111, 114, 132]","[1, 2, 30, 38, 39, 61, 62, 69, 72, 86, 89, 96, 111, 114, 168]","[0, 1, 2, 4, 6, 11, 12, 14, 25, 31]"
instance_0003.npz,116,233.0,296.0,233.0,1,0.7068999984767288,287.0,232.0,1,2.073299983749166,0.030405405405405407,239.0,233.0,1,17.55369999,0.19256756756756757,"[29, 50, 89, 104, 106]","[28, 32, 48, 73, 89, 106, 113]","[0, 2, 15, 28]"
instance_0004.npz,99,779.0,963.0,779.0,1,2.859800006262958,949.0,778.0,1,2.0296000002417713,0.014537902388369679,811.0,778.0,1,14.5013,0.15784008307372793,"[5, 6, 8, 16, 17, 22, 32, 34, 39, 41, 47, 49, 51, 67, 69, 84, 93]","[5, 6, 16, 29, 34, 39, 41, 45, 49, 58, 67, 69, 77, 93]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 17, 29, 35]"
instance_0005.npz,97,688.0,850.0,688.0,1,2.5028999953065068,840.0,687.0,1,1.9963000086136162,0.011764705882352941,744.0,687.0,1,15.2046,0.12470588235294118,"[10, 11, 14, 23, 45, 47, 48, 49, 60, 61, 68, 83, 91]","[5, 6, 10, 13, 14, 23, 45, 47, 48, 49, 51, 60, 61, 67, 68, 83, 84, 91]","[0, 1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 15, 24]"
instance_0006.npz,159,535.0,680.0,535.0,1,2.618300000904128,665.0,535.0,1,2.2683000133838505,0.022058823529411766,577.0,534.0,1,23.71849999,0.1514705882352941,"[9, 11, 38, 53, 75, 87, 108, 126, 128, 139]","[9, 19, 31, 38, 44, 126, 131, 139, 154]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 19, 23]"
instance_0007.npz,193,210.0,270.0,210.0,1,0.9530000097583979,264.0,210.0,1,2.5081999774556607,0.022222222222222223,240.0,210.0,1,29.1597,0.1111111111111111,"[31, 45, 59, 89, 143]","[30, 31, 45, 51, 79, 94, 147, 157]","[0, 3, 14, 17, 30, 31]"
instance_0008.npz,93,536.0,672.0,536.0,1,1.6993999888654798,652.0,535.0,1,1.8112999969162047,0.02976190476190476,548.0,535.0,1,14.0162,0.18452380952380953,"[7, 11, 12, 15, 21, 45, 58, 59, 75, 77, 78]","[11, 14, 21, 23, 37, 45, 50, 53, 61, 65, 75, 77, 86]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 19, 37]"
instance_0009.npz,126,465.0,591.0,465.0,1,1.787600020179525,585.0,465.0,1,2.6843999803531915,0.01015228426395939,492.0,464.0,1,17.6887,0.16751269035532995,"[20, 28, 30, 43, 60, 63, 87, 104]","[8, 20, 32, 43, 60, 63, 71, 84, 104, 110, 112]","[0, 1, 2, 3, 9, 14, 18, 23]"
instance_0010.npz,169,628.0,800.0,628.0,1,3.660399990621954,792.0,628.0,1,2.407299994956702,0.01,622.0,628.0,1,23.47809999,0.2225,"[39, 61, 65, 80, 85, 108, 134, 142, 151]","[5, 16, 19, 24, 39, 47, 65, 85, 87, 103, 125, 142, 151, 158]","[0, 1, 2, 3, 4, 7, 8, 9, 13, 14, 24]"
instance_0011.npz,199,450.0,575.0,450.0,1,2.809900004649535,569.0,448.0,1,3.407000011065975,0.010434782608695653,515.0,450.0,1,29.1936,0.10434782608695652,"[6, 86, 109, 141, 149, 151, 155]","[5, 89, 109, 141, 151, 155, 180, 189, 197]","[0, 1, 2, 3, 5, 6, 8, 14]"
instance_0012.npz,167,675.0,858.0,675.0,1,4.095999989658594,845.0,673.0,1,2.2763999877497554,0.015151515151515152,728.0,675.0,1,22.98929999,0.15151515151515152,"[17, 30, 62, 63, 68, 93, 114, 122, 130, 141, 150, 164]","[4, 16, 17, 30, 31, 39, 62, 70, 76, 92, 101, 130, 141, 164]","[0, 1, 2, 3, 5, 7, 8, 10, 11, 16, 21, 31, 42]"
instance_0013.npz,133,374.0,475.0,374.0,1,1.5134999994188547,466.0,374.0,1,2.1044000168330967,0.018947368421052633,430.0,374.0,1,18.22920001,0.09473684210526316,"[6, 9, 20, 26, 29, 56, 58, 84, 95]","[9, 26, 29, 31, 56, 68, 71, 95, 113]","[0, 1, 2, 3, 4, 6, 8, 9, 67]"
instance_0014.npz,129,248.0,318.0,248.0,1,0.8308000105898827,311.0,248.0,1,2.0960000110790133,0.0220125786163522,253.0,247.0,1,20.20510001,0.20440251572327045,"[20, 48, 65, 71]","[48, 83, 94, 104, 116, 125]","[0, 1, 2, 3, 7, 8]"
instance_0015.npz,106,383.0,489.0,383.0,1,1.1864000116474926,477.0,383.0,1,2.01349999406375,0.024539877300613498,448.0,382.0,1,15.6437,0.08384458077709611,"[2, 10, 11, 48, 61, 80, 82, 88, 96]","[9, 15, 37, 48, 53, 61, 80, 88, 90, 93, 96]","[1, 2, 5, 8, 9, 16, 20]"
instance_0016.npz,162,327.0,420.0,327.0,1,1.4398000203073025,415.0,327.0,1,2.228800003649667,0.011904761904761904,348.0,327.0,1,23.3994,0.17142857142857143,"[11, 39, 41, 45, 81, 149]","[11, 39, 55, 64, 67, 143, 150]","[0, 1, 2, 3, 6, 11, 75, 150]"
instance_0017.npz,108,312.0,389.0,312.0,1,0.9171999990940094,382.0,312.0,1,2.2520000056829304,0.017994858611825194,327.0,312.0,1,15.86109999,0.15938303341902313,"[10, 36, 38, 72, 80, 81, 100]","[38, 51, 72, 74, 75, 80, 89, 90, 94, 96, 99, 100]","[0, 1, 2, 11]"
instance_0018.npz,101,712.0,883.0,712.0,1,2.5775999820325524,862.0,703.0,1,2.9513999761547893,0.02378255945639864,783.0,709.0,1,14.7192,0.11325028312570781,"[6, 12, 36, 48, 59, 66, 72, 73, 82, 88, 89, 93, 96]","[5, 12, 36, 44, 59, 66, 72, 73, 83, 88, 89, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 88, 90]"
instance_0019.npz,116,387.0,488.0,386.0,1,1.3221999979577959,483.0,386.0,1,2.1296000049915165,0.010245901639344262,400.0,387.0,1,16.8595,0.18032786885245902,"[8, 25, 30, 34, 49, 58, 65, 112]","[4, 8, 30, 33, 34, 40, 45, 58, 65]","[0, 1, 2, 3, 4, 6, 8, 11, 13, 30]"
instance_0020.npz,170,342.0,437.0,342.0,1,1.5739000227767974,431.0,342.0,1,2.4246000102721155,0.013729977116704805,349.0,342.0,1,23.73409999,0.20137299771167047,"[13, 72, 97, 102]","[20, 56, 58, 72, 88, 98, 101, 111, 123, 138, 139, 159, 166]","[0, 1, 3, 4, 6, 16, 20, 98, 123, 131, 166]"
instance_0021.npz,95,407.0,511.0,407.0,1,1.1786000104621053,499.0,407.0,1,1.9549999851733446,0.023483365949119372,418.0,407.0,1,13.07459999,0.18199608610567514,"[14, 19, 34, 42, 50, 78, 84, 93]","[2, 6, 14, 17, 19, 42, 49, 66, 83, 84]","[0, 1, 2, 3, 5, 6, 9, 13, 19, 66]"
instance_0022.npz,144,575.0,730.0,575.0,1,2.7289999998174608,721.0,575.0,1,2.1729000145569444,0.012328767123287671,599.0,575.0,1,20.49520001,0.17945205479452056,"[0, 9, 11, 48, 50, 69, 79, 96, 107, 108, 124, 126]","[0, 9, 11, 48, 50, 61, 69, 93, 96, 107, 112, 126]","[0, 1, 2, 3, 4, 5, 8, 11, 14, 44, 75]"
instance_0023.npz,87,329.0,416.0,329.0,1,0.7896999886725098,413.0,329.0,1,1.932800019858405,0.007211538461538462,355.0,327.0,1,12.55339998,0.1466346153846154,"[7, 11, 17, 25, 63]","[7, 11, 24, 25, 36, 55, 63, 66]","[0, 2, 3, 4, 5, 6, 68, 73]"
instance_0024.npz,80,423.0,538.0,423.0,1,1.0375999845564365,531.0,423.0,1,1.749899995047599,0.013011152416356878,428.0,419.0,1,11.07389998,0.20446096654275092,"[16, 25, 28, 48, 67, 69, 74, 79]","[16, 25, 28, 31, 48, 50, 67, 69, 78, 79]","[0, 1, 2, 3, 5, 9, 11, 14]"
instance_0025.npz,141,376.0,477.0,376.0,1,1.5017999976407737,474.0,376.0,1,2.169499988667667,0.006289308176100629,398.0,376.0,1,19.66979998,0.16561844863731656,"[20, 22, 26, 29, 32, 35, 37, 105, 113]","[20, 29, 35, 105, 106, 113, 139]","[0, 1, 2, 3, 4, 10, 13, 14, 20, 63]"
instance_0026.npz,159,649.0,828.0,649.0,1,3.6896000092383474,821.0,649.0,1,2.2699999972246587,0.008454106280193236,689.0,649.0,1,22.16710002,0.1678743961352657,"[33, 38, 45, 65, 66, 70, 94, 128, 129, 139, 142, 145]","[35, 38, 45, 46, 58, 65, 66, 81, 84, 87, 94, 128, 129, 131, 142, 145]","[0, 1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 26, 35, 49]"
instance_0027.npz,156,339.0,434.0,339.0,1,1.4865999983157963,432.0,339.0,1,2.3182000149972737,0.004608294930875576,357.0,339.0,1,22.11579998,0.1774193548387097,"[38, 52, 68, 94]","[27, 52, 101, 132, 145, 150]","[0, 1, 2, 3, 4, 5, 35, 55, 72]"
instance_0028.npz,159,658.0,840.0,658.0,1,3.8004000089131296,825.0,658.0,1,2.1201999916229397,0.017857142857142856,744.0,658.0,1,23.07170001,0.11428571428571428,"[2, 29, 32, 34, 53, 62, 87, 88, 97, 102, 104, 109]","[2, 11, 17, 34, 51, 53, 65, 104, 109, 119, 155]","[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 14, 16, 17, 19, 27, 36, 49, 69]"
instance_0029.npz,182,708.0,897.0,708.0,1,4.565200011711568,884.0,708.0,1,2.408500004094094,0.014492753623188406,747.0,708.0,1,25.36230002,0.16722408026755853,"[0, 12, 34, 39, 51, 59, 61, 62, 68, 71, 84, 123, 137, 161, 164]","[27, 36, 39, 51, 59, 68, 71, 84, 91, 108, 110, 137, 154, 161]","[0, 1, 2, 3, 4, 5, 6, 8, 9, 12, 16, 21, 22, 25, 28, 29, 86, 91]"
instance_0030.npz,196,520.0,661.0,520.0,1,3.3933999948203564,648.0,519.0,1,2.6169999910052866,0.019667170953101363,541.0,520.0,1,27.06160001,0.1815431164901664,"[3, 18, 37, 105, 138, 154, 172, 188]","[19, 20, 35, 44, 54, 92, 105, 125, 138, 154, 161, 172, 176, 182, 192]","[0, 1, 2, 3, 4, 6, 7, 8, 12, 16]"
instance_0031.npz,172,255.0,326.0,255.0,1,1.0682000138331205,326.0,255.0,1,3.2534999772906303,0.0,295.0,254.0,1,24.34470001,0.0950920245398773,"[58, 91, 136]","[58, 91, 136]","[0, 1, 2, 5, 10, 11, 28]"
instance_0032.npz,162,276.0,354.0,276.0,1,1.1214000114705414,345.0,273.0,1,3.101900016190484,0.025423728813559324,292.0,276.0,1,23.266,0.1751412429378531,"[102, 109, 116]","[0, 78, 114, 116, 121]","[0, 1, 2, 3, 5, 24, 27, 38, 79]"
instance_0033.npz,117,505.0,644.0,505.0,1,1.9551999866962433,641.0,505.0,1,1.9748999911826104,0.004658385093167702,569.0,503.0,1,17.01030001,0.11645962732919254,"[5, 6, 13, 36, 37, 39, 42, 69, 78]","[5, 6, 13, 24, 36, 37, 42, 46, 53, 69]","[0, 1, 2, 3, 5, 6, 9, 24, 42]"
instance_0034.npz,195,667.0,843.0,667.0,1,4.337599995778874,825.0,667.0,1,2.625000022817403,0.021352313167259787,724.0,666.0,1,28.16640001,0.14116251482799524,"[2, 4, 10, 44, 49, 53, 109, 116, 118, 127, 144]","[2, 10, 30, 40, 44, 63, 102, 109, 116, 117, 118, 121, 127, 144, 148, 153]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 34, 63, 121, 146]"
instance_0035.npz,138,237.0,302.0,237.0,1,0.8554999949410558,300.0,236.0,1,2.2555999748874456,0.006622516556291391,242.0,237.0,1,21.32470001,0.1986754966887417,"[6, 14, 28, 40, 48, 59, 61]","[1, 6, 28, 38, 40, 59, 102, 120, 122]","[0, 1, 3, 4, 5, 7, 38, 41, 48]"
instance_0036.npz,157,417.0,524.0,417.0,1,1.9521999929565936,514.0,416.0,1,2.153700013877824,0.019083969465648856,470.0,417.0,1,23.0096,0.10305343511450382,"[3, 12, 24, 54, 81, 91, 95, 113, 125, 145]","[3, 24, 54, 91, 95, 100, 113, 125, 147]","[0, 1, 2, 3, 4, 9, 10, 11, 13, 29, 52]"
instance_0037.npz,91,208.0,264.0,208.0,1,0.45849999878555536,260.0,208.0,1,1.732300006551668,0.015151515151515152,223.0,206.0,1,13.24980002,0.1553030303030303,"[31, 33, 83, 85]","[10, 33, 65, 83, 85, 89]","[0, 1, 5, 8]"
instance_0038.npz,106,509.0,641.0,509.0,1,1.6667000018060207,626.0,509.0,1,1.893899985589087,0.0234009360374415,550.0,509.0,1,15.14860001,0.1419656786271451,"[1, 11, 31, 33, 44, 58, 71, 84, 90]","[1, 28, 31, 33, 38, 44, 58, 61, 65, 71, 80, 85, 95]","[0, 1, 2, 3, 6, 7, 9, 10, 14]"
instance_0039.npz,116,629.0,799.0,629.0,1,2.5345999747514725,795.0,629.0,1,1.8837999959941953,0.0050062578222778474,664.0,629.0,1,18.2891,0.16896120150187735,"[1, 4, 7, 46, 51, 65, 67, 70, 89, 114, 115]","[1, 4, 34, 61, 65, 67, 70, 95, 97, 110, 114, 115]","[0, 1, 2, 3, 4, 6, 7, 8, 11, 12, 14, 16, 20, 27]"
instance_0040.npz,113,445.0,566.0,445.0,1,1.868599996669218,562.0,445.0,1,2.0352999854367226,0.007067137809187279,481.0,444.0,1,16.23740001,0.1501766784452297,"[2, 16, 17, 19, 33, 61, 83, 94]","[2, 13, 19, 38, 61, 66, 80, 83, 101, 110]","[0, 1, 2, 3, 8, 10, 13, 16, 20, 22, 66]"
instance_0041.npz,113,219.0,282.0,219.0,1,0.5850000015925616,275.0,219.0,1,1.8634999869391322,0.024822695035460994,234.0,219.0,1,16.53259998,0.1702127659574468,"[16, 54, 71, 77]","[13, 28, 48, 54, 57, 59, 80]","[0, 1, 2, 3, 4]"
instance_0042.npz,118,631.0,787.0,631.0,1,2.6108000020030886,769.0,631.0,1,1.8807000014930964,0.022871664548919948,658.0,631.0,1,16.64020002,0.1639135959339263,"[3, 12, 20, 21, 40, 46, 50, 74, 82, 84, 89, 91, 99]","[0, 6, 12, 21, 40, 46, 47, 50, 51, 73, 74, 84, 93, 98, 111]","[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 17, 19, 21, 28]"
instance_0043.npz,127,298.0,380.0,298.0,1,1.0307999909855425,373.0,298.0,1,1.9768000056501478,0.018421052631578946,342.0,298.0,1,17.8798,0.1,"[2, 27, 31, 32, 34, 35, 67]","[2, 21, 31, 50, 67, 74, 80, 119]","[0, 1, 2, 3, 8, 16, 17, 21, 32]"
instance_0044.npz,113,494.0,629.0,494.0,1,1.7647999920882285,622.0,494.0,1,1.989599986700341,0.011128775834658187,563.0,494.0,1,16.23930002,0.10492845786963434,"[0, 7, 11, 20, 24, 44, 46, 65]","[0, 1, 7, 11, 20, 24, 44, 74, 78, 83, 100]","[0, 1, 3, 4, 7, 11, 14, 33]"
instance_0045.npz,148,260.0,333.0,260.0,1,0.9400999988429248,329.0,259.0,1,2.2569999855477363,0.012012012012012012,266.0,260.0,1,20.72019997,0.2012012012012012,"[34, 56, 72, 77, 89, 108, 137]","[50, 56, 77, 84, 108, 122]","[0, 1, 2, 4, 13, 19, 77]"
instance_0046.npz,178,615.0,784.0,615.0,1,3.63729998935014,770.0,615.0,1,2.3508000012952834,0.017857142857142856,619.0,615.0,1,24.78900002,0.21045918367346939,"[22, 58, 74, 77, 109, 111, 116, 137, 152, 167, 175]","[12, 22, 39, 77, 95, 106, 109, 116, 120, 132, 167, 171, 172, 175]","[0, 1, 2, 3, 4, 5, 13, 14, 15, 95]"
instance_0047.npz,112,555.0,703.0,555.0,1,2.3022000095807016,690.0,555.0,1,1.9142999954055995,0.01849217638691323,585.0,555.0,1,15.6054,0.1678520625889047,"[17, 29, 40, 55, 71, 75, 78, 91, 101, 104, 106]","[2, 9, 17, 24, 40, 52, 57, 64, 75, 78, 88, 90, 91, 95, 101, 106]","[0, 1, 2, 3, 4, 7, 8, 9, 10, 13, 16, 17, 24, 25]"
instance_0048.npz,190,597.0,763.0,597.0,1,3.8309999799821526,742.0,597.0,1,2.332200005184859,0.027522935779816515,630.0,596.0,1,29.8927,0.1743119266055046,"[10, 44, 101, 120, 128, 136, 154, 173, 183]","[44, 49, 70, 75, 101, 105, 134, 148, 154, 155, 164, 166, 187]","[0, 1, 2, 3, 5, 6, 8, 10, 12, 15, 16, 21, 24, 40, 148]"
instance_0049.npz,150,601.0,754.0,601.0,1,3.14250000519678,745.0,601.0,1,2.1701999939978123,0.011936339522546418,657.0,599.0,1,23.05829999,0.1286472148541114,"[12, 16, 28, 33, 34, 46, 58, 70, 108, 114, 130, 143]","[12, 29, 39, 46, 58, 101, 103, 108, 114, 125, 128, 130]","[0, 1, 2, 3, 4, 7, 11, 12, 16]"
instance_0050.npz,170,776.0,974.0,776.0,1,4.658000019844621,958.0,775.0,1,2.3099000100046396,0.01642710472279261,837.0,776.0,1,25.5547,0.1406570841889117,"[11, 29, 54, 55, 61, 62, 74, 76, 83, 89, 91, 98, 109, 115, 131, 138]","[2, 6, 11, 46, 54, 65, 72, 74, 76, 83, 91, 98, 109, 138, 153]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 72]"
instance_0051.npz,94,761.0,941.0,761.0,1,2.740599971730262,924.0,759.0,1,1.8487999914214015,0.018065887353878853,813.0,760.0,1,13.87160001,0.13602550478214664,"[0, 1, 6, 25, 29, 32, 35, 39, 41, 42, 45, 46, 47, 53, 56, 72]","[0, 1, 6, 7, 22, 23, 29, 32, 35, 36, 42, 46, 53, 56, 57, 66, 67, 72, 86]","[0, 1, 2, 3, 4, 7, 8, 9, 13, 14, 23, 24, 31, 66, 86]"
instance_0052.npz,139,235.0,301.0,235.0,1,0.7965000113472342,294.0,233.0,1,1.9758999987971038,0.023255813953488372,243.0,235.0,1,21.1255,0.19269102990033224,"[61, 76, 93, 100, 103]","[41, 61, 67, 76, 93, 100, 105, 109]","[0, 1, 4, 19, 67]"
instance_0053.npz,171,563.0,713.0,563.0,1,3.353399981278926,693.0,563.0,1,2.213899977505207,0.028050490883590462,573.0,563.0,1,23.579,0.19635343618513323,"[0, 14, 23, 48, 49, 73, 74, 81, 97, 99, 110, 133, 162]","[0, 9, 30, 48, 67, 76, 101, 139, 152, 155, 162]","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 14, 24, 76]"
instance_0054.npz,143,527.0,668.0,527.0,1,2.421900018816814,651.0,527.0,1,2.0573000074364245,0.025449101796407185,591.0,527.0,1,19.7485,0.11526946107784432,"[1, 29, 42, 44, 50, 79, 97, 101, 111, 121, 127]","[6, 11, 30, 44, 50, 64, 76, 107, 108, 121, 127]","[0, 1, 2, 3, 5, 8, 11, 13, 15, 27, 30, 46]"
instance_0055.npz,173,318.0,406.0,318.0,1,1.524699997389689,400.0,317.0,1,2.3027000133879483,0.014778325123152709,350.0,318.0,1,24.1372,0.13793103448275862,"[11, 35, 47, 61, 75, 117]","[11, 12, 47, 82, 117, 129, 146, 155, 156, 166]","[0, 1, 5, 6, 11, 12, 39]"
instance_0056.npz,136,604.0,769.0,604.0,1,2.818899985868484,752.0,604.0,1,2.0558999967761338,0.022106631989596878,650.0,600.0,1,18.9431,0.15474642392717816,"[7, 18, 31, 46, 59, 71, 72, 77, 95, 114, 116]","[7, 18, 26, 37, 61, 77, 95, 114, 116]","[0, 1, 2, 3, 5, 7, 9, 11, 14, 15, 72]"
instance_0057.npz,198,509.0,652.0,509.0,1,3.3650000113993883,640.0,508.0,1,2.4864999868441373,0.018404907975460124,542.0,509.0,1,27.81149998,0.1687116564417178,"[1, 12, 18, 41, 54, 88, 108, 144]","[18, 19, 20, 24, 29, 41, 54, 72, 75, 77, 96, 108, 115, 129, 154, 167, 174]","[0, 1, 2, 4, 6, 7, 10, 11, 19, 20, 24, 29, 30, 75, 80]"
instance_0058.npz,164,732.0,937.0,732.0,1,4.392200004076585,927.0,730.0,1,2.1627999958582222,0.010672358591248666,787.0,731.0,1,22.5585,0.16008537886872998,"[7, 8, 24, 27, 35, 61, 85, 96, 107, 144, 163]","[7, 27, 35, 61, 96, 106, 144, 145, 147, 149, 163]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 12, 13, 25]"
instance_0059.npz,129,611.0,769.0,611.0,1,2.6514999917708337,763.0,611.0,1,2.059699996607378,0.007802340702210663,695.0,611.0,1,18.4077,0.09622886866059818,"[10, 21, 26, 29, 44, 46, 67, 69, 70, 73, 112, 117]","[7, 10, 11, 21, 46, 48, 69, 70, 82, 99, 112]","[0, 1, 2, 3, 4, 6, 7, 9, 11, 13, 29, 35]"
instance_0060.npz,123,637.0,789.0,637.0,1,2.6673999964259565,769.0,637.0,1,2.0237000135239214,0.025348542458808618,682.0,637.0,1,17.2603,0.13561470215462612,"[9, 21, 23, 26, 41, 45, 62, 68, 74, 97, 106, 108, 109, 114, 121]","[9, 42, 45, 56, 68, 74, 77, 106, 109, 114, 120]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 19, 48, 74, 85]"
instance_0061.npz,167,467.0,589.0,467.0,1,2.585100010037422,573.0,467.0,1,2.1661999926436692,0.027164685908319185,498.0,467.0,1,23.1276,0.15449915110356535,"[8, 14, 77, 109, 122, 146, 157]","[3, 21, 47, 54, 56, 100, 109, 130, 144, 146, 155]","[0, 1, 3, 6, 8, 14, 15, 21, 47, 51]"
instance_0062.npz,136,510.0,652.0,510.0,1,2.4575999996159226,635.0,510.0,1,1.981599983992055,0.02607361963190184,567.0,510.0,1,18.80429999,0.1303680981595092,"[2, 10, 19, 21, 28, 45, 58, 100, 105, 124]","[10, 18, 26, 42, 45, 58, 59, 100, 104, 127]","[0, 1, 2, 3, 4, 11, 12, 13, 20, 25]"
instance_0063.npz,146,284.0,363.0,284.0,1,1.111799996579066,362.0,284.0,1,2.5578000058885664,0.0027548209366391185,334.0,282.0,1,20.06350001,0.07988980716253444,"[16, 19, 22, 71, 86, 96]","[71, 86, 93, 96, 128]","[0, 1, 2, 6, 7, 17, 22, 60]"
instance_0064.npz,116,232.0,297.0,232.0,1,0.6553999846801162,294.0,231.0,1,2.0015000191051513,0.010101010101010102,249.0,230.0,1,16.16649999,0.16161616161616163,"[5, 32, 112]","[5, 20, 39, 112]","[0, 1, 2, 4, 7, 8]"
instance_0065.npz,97,277.0,345.0,277.0,1,0.6902000168338418,337.0,276.0,1,1.957800006493926,0.02318840579710145,311.0,277.0,1,13.43379999,0.09855072463768116,"[4, 5, 24, 53, 61]","[20, 24, 25, 73, 87]","[0, 1, 4, 5, 6, 61, 73]"
instance_0066.npz,190,583.0,738.0,583.0,1,3.660399990621954,715.0,583.0,1,2.324500004760921,0.03116531165311653,637.0,583.0,1,26.37830001,0.13685636856368563,"[5, 20, 26, 44, 72, 81, 127, 142, 175]","[0, 44, 69, 72, 81, 107, 149, 164, 170, 175]","[0, 1, 2, 3, 4, 5, 7, 8, 14, 15]"
instance_0067.npz,81,694.0,868.0,694.0,1,2.0825999963562936,851.0,690.0,1,1.7340000194963068,0.019585253456221197,771.0,694.0,1,11.36919999,0.11175115207373272,"[3, 13, 15, 18, 22, 27, 32, 36, 38, 39, 48, 68, 75, 76]","[13, 15, 18, 22, 27, 32, 35, 36, 38, 39, 40, 42, 48, 49, 52, 56, 68, 75, 79, 80]","[0, 1, 2, 3, 4, 8, 12, 13, 14, 15, 16, 52]"
instance_0068.npz,86,335.0,425.0,335.0,1,0.8476000220980495,415.0,335.0,1,1.8389000033494085,0.023529411764705882,345.0,333.0,1,11.9093,0.18823529411764706,"[3, 8, 16, 21, 43, 46, 73, 84]","[8, 12, 15, 58, 71, 72, 79, 84]","[0, 1, 2, 3, 6, 8, 13, 17, 19, 72]"
instance_0069.npz,125,395.0,502.0,395.0,1,1.5756000066176057,490.0,395.0,1,1.9832999969366938,0.02390438247011952,451.0,394.0,1,17.1386,0.10159362549800798,"[6, 12, 24, 40, 47, 55, 62, 68, 91, 119]","[12, 40, 47, 62, 72, 88, 102, 109, 119]","[0, 1, 2, 3, 4, 6, 12, 19, 21, 29, 45]"
instance_0070.npz,183,557.0,710.0,557.0,1,4.077199992025271,698.0,557.0,1,2.267300005769357,0.016901408450704224,600.0,557.0,1,26.34100002,0.15492957746478872,"[0, 7, 22, 38, 49, 70, 131, 177]","[1, 7, 10, 22, 38, 122, 131, 144, 174, 177]","[0, 1, 2, 3, 4, 6, 7, 10, 11, 19, 35]"
instance_0071.npz,97,739.0,921.0,739.0,1,2.6452000020071864,896.0,739.0,1,1.9060999911744148,0.02714440825190011,767.0,739.0,1,14.03590001,0.16720955483170466,"[14, 18, 22, 47, 48, 67, 74, 84, 86, 90, 91, 94]","[9, 21, 22, 25, 39, 42, 47, 48, 74, 79, 84, 86, 91]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 17]"
instance_0072.npz,164,571.0,717.0,571.0,1,3.0636999872513115,715.0,571.0,1,2.0841000077780336,0.002789400278940028,545.0,571.0,1,24.03659999,0.2398884239888424,"[22, 52, 53, 60, 61, 71, 72, 80, 104, 149, 156]","[30, 41, 52, 53, 60, 80, 104, 109, 149, 152, 155, 156]","[0, 1, 2, 3, 4, 5, 6, 10, 11, 12, 14, 39, 42, 84]"
instance_0073.npz,146,574.0,725.0,574.0,1,2.6948000013362616,717.0,574.0,1,2.1619999897666276,0.011034482758620689,614.0,574.0,1,21.3472,0.15310344827586206,"[1, 14, 20, 30, 67, 71, 85, 93, 127, 138]","[30, 31, 34, 67, 77, 82, 93, 95, 100, 102, 116, 127, 132, 138]","[0, 1, 2, 4, 5, 6, 8, 9, 12, 13, 16, 19, 21, 27, 31, 69]"
instance_0074.npz,85,229.0,291.0,229.0,1,0.5038999952375889,286.0,229.0,1,1.8405999871902168,0.01718213058419244,240.0,229.0,1,12.5174,0.17525773195876287,"[0, 22, 28, 49, 54]","[0, 27, 49, 80]","[0, 1, 3, 6, 16, 20, 22, 45]"
