instance_file,n_items,capacity,total_weight,total_value,feasible,inference_time_ms,selected_items
instance_0525.npz,162,538,538,684,1,2.702600002521649,"[3, 30, 36, 37, 57, 75, 76, 151]"
instance_0526.npz,139,310,310,397,1,1.1548000038601458,"[28, 66, 82, 113, 122]"
instance_0527.npz,81,281,281,353,1,0.6269000004976988,"[2, 34, 35, 40, 50]"
instance_0528.npz,162,679,679,866,1,3.7272000045049936,"[0, 32, 50, 56, 57, 64, 75, 81, 93, 101, 132]"
instance_0529.npz,139,740,740,919,1,3.6752000160049647,"[5, 10, 34, 46, 64, 71, 76, 77, 79, 99, 106, 110, 113, 124]"
instance_0530.npz,143,240,240,307,1,0.9190999844577163,"[17, 34, 48]"
instance_0531.npz,144,641,641,808,1,3.0993999971542507,"[13, 14, 17, 28, 45, 64, 73, 77, 98, 128, 138, 139]"
instance_0532.npz,192,448,448,572,1,2.571599994553253,"[9, 17, 29, 35, 42, 47, 51, 95, 125]"
instance_0533.npz,195,631,631,806,1,3.9664999931119382,"[1, 28, 43, 71, 76, 93, 94, 130, 188, 189]"
instance_0534.npz,115,317,317,401,1,1.036400004522875,"[10, 38, 42, 44, 48, 66]"
instance_0535.npz,159,452,452,579,1,2.2751000069547445,"[3, 5, 8, 11, 97, 129, 131]"
instance_0536.npz,194,647,647,823,1,4.058499995153397,"[14, 43, 45, 83, 96, 108, 112, 140, 169, 172]"
instance_0537.npz,161,366,366,471,1,1.6607999859843403,"[28, 48, 52, 53, 57, 75]"
instance_0538.npz,144,596,596,759,1,2.7052999939769506,"[23, 33, 48, 51, 55, 71, 80, 82, 96, 108]"
instance_0539.npz,173,282,282,359,1,1.2211000139359385,"[24, 43, 66, 86, 95]"
instance_0540.npz,154,697,697,887,1,3.654200001619756,"[21, 34, 37, 49, 52, 87, 110, 114, 118, 132]"
instance_0541.npz,110,255,255,328,1,0.7188000017777085,"[8, 80, 85, 90]"
instance_0542.npz,128,568,568,723,1,2.2452999837696552,"[16, 17, 18, 19, 33, 48, 55, 75, 106, 127]"
instance_0543.npz,106,482,482,611,1,1.6121999942697585,"[11, 19, 47, 55, 58, 61, 63, 65, 82]"
instance_0544.npz,96,206,206,260,1,0.4655999946407974,"[9, 15, 39, 41, 42, 69]"
instance_0545.npz,141,382,382,488,1,1.5161999908741564,"[31, 41, 42, 80, 93, 98, 132]"
instance_0546.npz,87,243,243,309,1,0.5467000009957701,"[3, 9, 13, 50]"
instance_0547.npz,122,490,490,612,1,1.7965000006370246,"[0, 1, 19, 28, 29, 33, 34, 38, 45, 55, 82, 110, 118]"
instance_0548.npz,190,201,201,256,1,0.8747999963816255,"[43, 101, 105, 177, 179]"
instance_0549.npz,81,266,266,339,1,0.5628000071737915,"[10, 17, 31, 43, 72]"
instance_0550.npz,164,542,542,695,1,2.660099999047816,"[2, 4, 20, 27, 56, 66, 74, 75, 78, 118, 135]"
instance_0551.npz,197,620,620,793,1,3.959099994972348,"[51, 53, 55, 79, 85, 129, 159, 173, 174, 191]"
instance_0552.npz,193,787,787,996,1,5.192399985389784,"[8, 26, 27, 33, 44, 57, 62, 70, 72, 75, 87, 113, 134, 141, 174, 183]"
instance_0553.npz,174,673,673,854,1,4.004499991424382,"[17, 33, 38, 45, 46, 58, 62, 65, 91, 106, 109, 126, 133, 155]"
instance_0554.npz,164,535,535,677,1,2.6650999789126217,"[3, 5, 18, 22, 51, 85, 100, 109, 146, 163]"
instance_0555.npz,141,451,451,574,1,1.8785999855026603,"[12, 29, 32, 65, 94, 132]"
instance_0556.npz,112,377,377,479,1,1.2306999997235835,"[14, 52, 57, 68, 86, 88, 90, 102]"
instance_0557.npz,148,685,685,873,1,3.4642000100575387,"[19, 23, 25, 49, 52, 62, 91, 102, 108, 138, 141]"
instance_0558.npz,195,469,469,599,1,2.7231999847572297,"[9, 19, 51, 98, 145, 167, 187]"
instance_0559.npz,105,245,245,313,1,0.6642999942414463,"[15, 24, 72, 93]"
instance_0560.npz,197,738,738,933,1,5.134700011694804,"[6, 25, 35, 43, 45, 83, 85, 105, 108, 122, 135, 161, 191, 195]"
instance_0561.npz,143,446,446,569,1,1.9640999962575734,"[26, 51, 53, 63, 77, 78, 81, 111]"
instance_0562.npz,180,472,472,608,1,2.5698000099509954,"[43, 47, 49, 53, 58, 70]"
instance_0563.npz,126,443,443,565,1,1.6559999785386026,"[22, 27, 30, 55, 92, 114, 119]"
instance_0564.npz,141,272,272,346,1,0.9992000123020262,"[19, 43, 88, 99, 126]"
instance_0565.npz,187,626,626,788,1,3.8761000032536685,"[0, 12, 25, 35, 46, 58, 69, 102, 125, 155, 171, 174]"
instance_0566.npz,182,697,697,873,1,4.328700015321374,"[16, 18, 20, 35, 36, 51, 57, 66, 68, 89, 117, 133, 146, 151, 163]"
instance_0567.npz,109,428,428,538,1,1.4315999869722873,"[16, 29, 31, 62, 68, 73, 78, 91]"
instance_0568.npz,103,291,291,366,1,0.8114999800454825,"[29, 31, 34, 37, 60, 85]"
instance_0569.npz,115,322,322,402,1,0.9914000111166388,"[8, 41, 46, 56, 91, 114]"
instance_0570.npz,136,339,338,433,1,1.2796999944839627,"[4, 15, 38, 65, 75]"
instance_0571.npz,80,339,339,429,1,0.8158999844454229,"[12, 19, 63, 68, 74, 77]"
instance_0572.npz,181,247,247,316,1,1.2946999922860414,"[78, 98, 101]"
instance_0573.npz,130,225,225,289,1,0.8308999822475016,"[3, 8, 18, 32, 118]"
instance_0574.npz,124,378,378,478,1,1.3948999985586852,"[2, 5, 6, 9, 11, 17, 22, 23, 50, 53, 85]"
instance_0575.npz,170,692,692,861,1,4.2284999799449,"[1, 35, 41, 46, 61, 65, 68, 89, 128, 139, 146, 152, 159]"
instance_0576.npz,146,216,216,277,1,0.8148000051733106,"[28, 48, 65, 72]"
instance_0577.npz,128,219,219,281,1,0.7135999912861735,"[11, 45, 50, 52, 54]"
instance_0578.npz,159,595,595,755,1,3.174500016029924,"[10, 11, 24, 42, 91, 92, 102, 114, 118, 147, 151, 154]"
instance_0579.npz,102,218,218,273,1,0.5882999976165593,"[2, 24, 26, 63, 68, 100]"
instance_0580.npz,93,549,549,689,1,1.770700007909909,"[1, 8, 26, 37, 40, 49, 68, 70, 76, 83, 84, 90]"
instance_0581.npz,169,216,216,278,1,0.8306999807246029,"[75, 76, 103]"
instance_0582.npz,193,761,761,973,1,5.202300002565607,"[0, 9, 10, 13, 16, 17, 63, 74, 93, 104, 108, 140, 184]"
instance_0583.npz,121,470,470,602,1,1.7438999784644693,"[45, 60, 72, 77, 81, 89, 91, 112]"
instance_0584.npz,108,655,655,829,1,2.5713999930303544,"[2, 21, 29, 30, 35, 53, 59, 72, 76, 81, 98]"
instance_0585.npz,119,318,318,402,1,1.0261999850627035,"[3, 5, 20, 22, 41, 50, 64, 65, 73]"
instance_0586.npz,137,329,329,422,1,1.2308000004850328,"[14, 23, 39, 40, 48, 89, 90, 102]"
instance_0587.npz,128,781,781,980,1,3.608300001360476,"[22, 31, 41, 65, 77, 83, 85, 89, 93, 104, 112, 115, 127]"
instance_0588.npz,123,734,734,927,1,3.2319999882020056,"[1, 3, 14, 18, 19, 28, 37, 54, 63, 76, 77, 80, 93, 97, 112]"
instance_0589.npz,193,308,308,395,1,3.9810000162106007,"[30, 54, 57, 69]"
instance_0590.npz,171,579,579,743,1,3.1530999985989183,"[6, 10, 33, 44, 57, 77, 78, 100, 122]"
instance_0591.npz,163,613,613,781,1,3.3878000103868544,"[21, 26, 34, 47, 48, 102, 111, 122, 134, 159]"
instance_0592.npz,94,676,676,846,1,2.2424000198952854,"[1, 8, 17, 19, 23, 43, 44, 49, 61, 64, 65, 78, 88]"
instance_0593.npz,101,514,514,657,1,1.6488000110257417,"[4, 5, 28, 35, 61, 62, 63]"
instance_0594.npz,85,259,259,329,1,0.613499985774979,"[16, 42, 46, 47, 57, 62]"
instance_0595.npz,115,285,285,362,1,0.8781999931670725,"[1, 4, 11, 12, 41, 68]"
instance_0596.npz,198,529,529,671,1,3.279700002167374,"[4, 10, 11, 68, 89, 99, 117, 153, 196]"
instance_0597.npz,99,593,593,749,1,1.8783999839797616,"[2, 4, 16, 23, 26, 28, 52, 93]"
instance_0598.npz,119,298,298,378,1,0.9579999896232039,"[0, 11, 14, 68, 94, 107]"
instance_0599.npz,80,624,624,773,1,1.7204000032506883,"[1, 12, 17, 24, 29, 31, 38, 42, 53]"
instance_0600.npz,180,793,793,1007,1,4.9294999917037785,"[11, 43, 58, 84, 100, 103, 123, 127, 137, 138, 143, 162, 164]"
instance_0601.npz,113,552,552,705,1,2.0739999890793115,"[5, 12, 47, 55, 57, 80, 100, 105, 111]"
instance_0602.npz,140,481,481,605,1,2.1241999929770827,"[4, 17, 22, 26, 49, 50, 52, 66, 87, 119]"
instance_0603.npz,174,706,706,904,1,4.196599998977035,"[4, 58, 72, 76, 78, 84, 109, 133, 138, 144]"
instance_0604.npz,83,694,694,852,1,2.3039000225253403,"[1, 5, 10, 17, 24, 35, 40, 43, 58, 63, 66, 71, 75, 81]"
instance_0605.npz,187,229,229,293,1,1.203499996336177,"[19, 81, 93]"
instance_0606.npz,99,728,728,910,1,2.5528000260237604,"[9, 13, 17, 21, 26, 27, 34, 54, 62, 77, 79, 93]"
instance_0607.npz,129,469,469,602,1,1.9690000044647604,"[1, 20, 26, 67, 76, 80, 85, 117]"
instance_0608.npz,118,329,329,414,1,1.1118999973405153,"[8, 19, 22, 38, 75, 80]"
instance_0609.npz,182,591,591,752,1,3.484999993816018,"[2, 30, 35, 39, 61, 73, 79, 95, 102, 104, 132, 149]"
instance_0610.npz,143,655,655,831,1,3.434199985349551,"[3, 9, 37, 42, 70, 93, 94, 112, 113, 134]"
instance_0611.npz,173,311,311,397,1,1.404300011927262,"[54, 86, 149, 158]"
instance_0612.npz,117,306,306,389,1,0.9812000207602978,"[17, 20, 50, 78, 93, 103, 115, 116]"
instance_0613.npz,193,378,378,484,1,2.118100004736334,"[40, 45, 92, 130, 148, 149, 154]"
instance_0614.npz,81,322,322,410,1,0.7189000025391579,"[5, 28, 34, 36, 53, 68]"
instance_0615.npz,95,763,763,946,1,2.6453000027686357,"[9, 14, 27, 57, 58, 59, 67, 75, 84, 88, 89, 94]"
instance_0616.npz,133,669,669,848,1,3.176400001393631,"[27, 43, 47, 63, 64, 66, 67, 79, 103, 114, 121]"
instance_0617.npz,82,497,497,637,1,1.4131999923847616,"[2, 5, 23, 33, 39, 54, 56, 60]"
instance_0618.npz,187,456,456,584,1,2.619800012325868,"[18, 46, 57, 96, 108, 157, 181, 185]"
instance_0619.npz,100,440,440,552,1,1.4226000057533383,"[1, 13, 19, 28, 41, 44, 47, 60, 75, 87]"
instance_0620.npz,138,383,383,491,1,1.5302000101655722,"[41, 56, 72, 74, 96, 108, 114]"
instance_0621.npz,113,660,660,839,1,2.5354000099468976,"[7, 9, 14, 30, 33, 50, 55, 66, 67, 79, 80, 110, 112]"
instance_0622.npz,81,342,342,436,1,0.8517999958712608,"[11, 15, 16, 27, 46, 69]"
instance_0623.npz,139,409,409,520,1,1.781200000550598,"[6, 38, 44, 63, 83, 126, 127, 133]"
instance_0624.npz,89,747,747,941,1,2.4024000158533454,"[1, 7, 8, 26, 29, 31, 41, 45, 60, 66, 81, 83]"
instance_0625.npz,184,719,719,914,1,4.391800001030788,"[4, 23, 39, 46, 48, 49, 51, 83, 134, 144, 147, 163, 173, 182]"
instance_0626.npz,105,688,688,857,1,2.538099972298369,"[6, 20, 35, 43, 47, 53, 54, 82, 83, 94, 95, 103]"
instance_0627.npz,109,774,774,969,1,3.1129999842960387,"[2, 3, 9, 10, 14, 19, 35, 37, 48, 57, 82, 89, 101, 103, 108]"
instance_0628.npz,88,333,333,420,1,0.9188000112771988,"[7, 14, 18, 41, 42, 43, 49]"
instance_0629.npz,121,629,629,802,1,2.594999998109415,"[3, 31, 37, 43, 47, 53, 55, 103, 116, 118]"
instance_0630.npz,87,268,268,336,1,0.6345000001601875,"[0, 9, 34, 35, 48, 60, 70]"
instance_0631.npz,115,767,767,976,1,3.049299994017929,"[0, 11, 12, 20, 22, 28, 36, 38, 65, 75, 95, 101, 103]"
instance_0632.npz,86,719,719,898,1,2.198400004999712,"[0, 3, 5, 7, 8, 11, 17, 18, 28, 37, 42, 67, 68, 82]"
instance_0633.npz,165,649,649,833,1,3.6202999763190746,"[6, 37, 64, 74, 96, 109, 110, 125, 147]"
instance_0634.npz,163,476,476,611,1,2.549700002418831,"[19, 52, 56, 58, 99, 101, 108, 119]"
instance_0635.npz,178,459,459,589,1,2.426699997158721,"[38, 70, 80, 102, 120, 125]"
instance_0636.npz,177,327,327,417,1,1.5919999859761447,"[10, 25, 52, 68, 161, 166]"
instance_0637.npz,121,356,356,454,1,1.2584999785758555,"[10, 11, 32, 41, 50, 59, 72, 120]"
instance_0638.npz,164,573,573,731,1,3.209699993021786,"[10, 44, 49, 52, 53, 55, 57, 60, 62, 88, 96, 124]"
instance_0639.npz,89,441,441,558,1,1.2499000004027039,"[5, 15, 16, 38, 42, 43, 45, 49, 69, 86]"
instance_0640.npz,99,471,471,594,1,1.5159000176936388,"[2, 18, 23, 36, 37, 42, 66, 82, 85]"
instance_0641.npz,125,656,656,838,1,2.856700011761859,"[10, 11, 22, 45, 61, 64, 103, 112, 116, 117, 122]"
instance_0642.npz,107,744,744,941,1,2.7150000096298754,"[4, 14, 33, 44, 47, 50, 53, 63, 66, 71, 89, 94, 98, 100]"
instance_0643.npz,102,345,345,438,1,1.0806000209413469,"[16, 47, 66, 95, 101]"
instance_0644.npz,160,292,292,373,1,1.2288999860174954,"[8, 48, 52, 67, 95]"
instance_0645.npz,92,256,256,321,1,0.607299996772781,"[33, 44, 52, 72]"
instance_0646.npz,106,215,215,273,1,0.5744999798480421,"[5, 11, 19, 53, 70]"
instance_0647.npz,156,484,484,612,1,2.275200007716194,"[0, 3, 14, 56, 68, 99, 116, 129]"
instance_0648.npz,195,227,227,290,1,1.1436000058893114,"[6, 49, 60, 96, 118]"
instance_0649.npz,190,363,363,466,1,1.9259999971836805,"[0, 28, 32, 48, 112, 132, 148]"
instance_0650.npz,126,480,480,608,1,1.860200020018965,"[3, 14, 39, 40, 82, 97, 123]"
instance_0651.npz,84,316,316,399,1,0.7942999945953488,"[2, 7, 10, 12, 25, 69, 73]"
instance_0652.npz,167,223,223,284,1,0.9351999906357378,"[17, 25, 75]"
instance_0653.npz,149,601,601,756,1,3.009000007295981,"[12, 41, 45, 66, 71, 73, 76, 79, 89, 101, 118, 140, 147]"
instance_0654.npz,133,631,631,794,1,2.9255000117700547,"[9, 15, 21, 26, 32, 47, 52, 67, 77, 80, 103, 105, 118, 119, 125, 130]"
instance_0655.npz,134,252,252,323,1,0.8672999974805862,"[0, 32, 44, 105, 116]"
instance_0656.npz,84,230,230,295,1,0.5334000161383301,"[8, 22, 33, 37, 50]"
instance_0657.npz,189,273,273,348,1,1.3911999994888902,"[49, 98, 117, 162, 164]"
instance_0658.npz,178,209,209,269,1,0.9515999990981072,"[1, 5, 28, 32, 131]"
instance_0659.npz,165,372,372,478,1,1.6985999827738851,"[25, 28, 89, 94, 104, 134]"
instance_0660.npz,148,586,586,743,1,2.7830000035464764,"[4, 24, 25, 28, 37, 60, 65, 87, 97, 106, 147]"
instance_0661.npz,199,674,674,866,1,4.409399989526719,"[76, 78, 97, 125, 130, 162, 164, 165, 180]"
instance_0662.npz,180,466,466,595,1,2.6040999800898135,"[25, 56, 64, 88, 97, 101, 130, 176, 179]"
instance_0663.npz,146,538,538,680,1,3.217599994968623,"[12, 19, 30, 35, 64, 67, 76, 82, 87, 90]"
instance_0664.npz,146,479,479,611,1,2.076500008115545,"[10, 11, 12, 15, 19, 22, 33, 89, 97, 136]"
instance_0665.npz,98,771,771,958,1,2.8037999873049557,"[0, 5, 16, 40, 41, 47, 48, 54, 61, 63, 74, 85, 94, 95]"
instance_0666.npz,90,648,648,821,1,1.8671999860089272,"[4, 17, 19, 21, 26, 38, 43, 46, 66, 72, 73]"
instance_0667.npz,186,665,665,844,1,4.038699989905581,"[15, 17, 19, 23, 32, 34, 66, 94, 109, 173, 174, 182]"
instance_0668.npz,146,660,660,834,1,3.06250000721775,"[17, 28, 29, 33, 49, 55, 65, 68, 108, 123, 130, 137]"
instance_0669.npz,82,795,795,981,1,2.3370000126305968,"[0, 20, 23, 26, 28, 29, 32, 33, 36, 46, 47, 54, 62, 67]"
instance_0670.npz,104,658,658,813,1,2.2357999987434596,"[2, 10, 11, 14, 17, 23, 47, 52, 77, 82, 100, 103]"
instance_0671.npz,120,301,301,386,1,0.9340999822597951,"[6, 36, 47, 65, 91]"
instance_0672.npz,194,212,212,272,1,0.969300017459318,"[0, 33, 100, 182]"
instance_0673.npz,115,545,545,687,1,1.9742999866139144,"[2, 5, 7, 11, 12, 17, 19, 43, 79, 103]"
instance_0674.npz,169,205,204,263,1,0.897999998414889,"[112, 113, 139]"
instance_0675.npz,138,328,328,422,1,1.211499999044463,"[50, 81, 110, 116, 131]"
instance_0676.npz,183,367,367,470,1,1.9003000052180141,"[31, 81, 157, 166, 173, 175]"
instance_0677.npz,116,796,796,994,1,3.4810999932233244,"[12, 13, 43, 50, 58, 64, 65, 76, 80, 86, 87, 92, 94, 97, 109]"
instance_0678.npz,82,205,205,262,1,0.40859999717213213,"[8, 19, 31, 37, 39, 69]"
instance_0679.npz,167,452,452,576,1,2.2443000052589923,"[4, 24, 43, 46, 49, 72, 109, 158]"
instance_0680.npz,198,500,500,634,1,2.899899991462007,"[73, 127, 137, 149, 158, 160, 193]"
instance_0681.npz,93,416,416,530,1,1.1621000012382865,"[2, 3, 10, 13, 40, 53, 73, 74]"
instance_0682.npz,97,647,647,821,1,2.199000009568408,"[11, 33, 34, 42, 68, 71, 76, 81, 90]"
instance_0683.npz,133,627,627,801,1,2.7697000186890364,"[1, 15, 31, 34, 86, 92, 102, 116, 120, 121]"
instance_0684.npz,131,603,603,765,1,2.4058000126387924,"[4, 8, 14, 15, 33, 44, 51, 58, 76, 78, 106, 115]"
instance_0685.npz,142,778,778,990,1,3.8767000078223646,"[24, 25, 40, 57, 59, 75, 83, 88, 101, 132, 137, 139]"
instance_0686.npz,198,719,719,911,1,4.857599997194484,"[10, 20, 23, 31, 40, 57, 62, 71, 105, 117, 145, 148, 160, 193]"
instance_0687.npz,107,787,787,966,1,3.041099989786744,"[19, 24, 33, 37, 51, 52, 57, 59, 68, 72, 77, 78, 79, 97, 99]"
instance_0688.npz,108,408,408,519,1,1.295499998377636,"[68, 70, 71, 87, 89, 93]"
instance_0689.npz,200,246,246,316,1,1.217999990331009,"[26, 64, 126, 140]"
instance_0690.npz,106,434,434,552,1,1.3695000088773668,"[22, 26, 29, 32, 37, 54, 63, 81, 97]"
instance_0691.npz,164,605,605,767,1,3.178700018906966,"[2, 5, 8, 18, 31, 36, 47, 54, 74, 124, 146]"
instance_0692.npz,141,354,354,453,1,1.4828999992460012,"[6, 20, 22, 46, 56, 76, 106, 114]"
instance_0693.npz,84,750,750,940,1,2.339300001040101,"[7, 9, 10, 18, 20, 21, 40, 45, 55, 67, 69, 70, 72, 73]"
instance_0694.npz,127,276,276,352,1,0.8951000054366887,"[21, 31, 98, 119, 123]"
instance_0695.npz,147,562,562,721,1,2.637700003106147,"[27, 30, 50, 67, 69, 95, 106, 112]"
instance_0696.npz,98,639,639,796,1,2.1841000125277787,"[10, 14, 31, 55, 57, 63, 66, 83, 88, 91, 93]"
instance_0697.npz,141,604,604,757,1,2.8584999963641167,"[8, 16, 20, 22, 41, 53, 55, 63, 79, 95, 117, 132, 134, 136]"
instance_0698.npz,139,716,716,898,1,3.851099987514317,"[15, 23, 28, 37, 40, 44, 62, 77, 83, 92, 98, 104, 108, 113, 123]"
instance_0699.npz,99,322,322,410,1,0.9569000103510916,"[5, 15, 63, 64, 65, 70]"
instance_0700.npz,144,355,355,456,1,1.3996999769005924,"[20, 59, 67, 72, 79]"
instance_0701.npz,89,598,598,748,1,1.832999987527728,"[4, 10, 20, 31, 34, 35, 54, 65, 67, 69, 70, 82]"
instance_0702.npz,187,509,509,646,1,2.803700015647337,"[16, 24, 27, 57, 70, 71, 92, 182]"
instance_0703.npz,150,254,254,325,1,0.9295000054407865,"[20, 61, 71, 105]"
instance_0704.npz,161,664,664,854,1,3.850199980661273,"[0, 48, 54, 73, 75, 92, 109, 121, 129, 144, 158]"
instance_0705.npz,198,616,616,787,1,4.4643000001087785,"[25, 29, 44, 47, 66, 92, 123, 140, 171]"
instance_0706.npz,96,434,434,547,1,1.2673999881371856,"[16, 20, 27, 33, 38, 42, 43, 56, 75, 76, 83]"
instance_0707.npz,151,397,397,504,1,1.6795000119600445,"[2, 7, 9, 21, 76, 79, 106, 126, 129]"
instance_0708.npz,160,478,478,607,1,2.298199979122728,"[5, 17, 31, 39, 50, 62, 67]"
instance_0709.npz,107,746,746,927,1,2.9257999849505723,"[2, 9, 23, 31, 57, 60, 63, 66, 70, 75, 86, 88, 90, 91]"
instance_0710.npz,182,486,486,620,1,2.7199000178370625,"[14, 21, 42, 43, 68, 78, 88, 117]"
instance_0711.npz,102,694,694,859,1,2.5223000266123563,"[7, 11, 13, 30, 36, 46, 55, 82, 83, 85, 88, 91, 94, 97]"
instance_0712.npz,95,200,200,252,1,0.4800999886356294,"[23, 33, 41, 58, 74]"
instance_0713.npz,90,407,407,519,1,1.1264000204391778,"[3, 29, 30, 52, 55, 60, 64, 66, 67, 77, 85]"
instance_0714.npz,165,476,476,594,1,2.3557999811600894,"[14, 19, 34, 44, 50, 92, 112, 120, 156]"
instance_0715.npz,132,775,775,979,1,3.5689000214915723,"[11, 15, 33, 42, 52, 64, 78, 84, 89, 91, 107, 110, 113, 128]"
instance_0716.npz,145,459,459,581,1,2.0778000180143863,"[19, 58, 61, 128, 132]"
instance_0717.npz,115,294,294,372,1,0.8748999971430749,"[1, 8, 20, 30, 57, 60, 69]"
instance_0718.npz,128,481,481,606,1,1.808600005460903,"[7, 14, 20, 33, 38, 42, 111, 112]"
instance_0719.npz,176,659,659,833,1,3.8074000040069222,"[27, 37, 45, 46, 68, 99, 138, 139, 160]"
instance_0720.npz,143,204,204,261,1,0.6997000018600374,"[51, 119, 132, 134]"
instance_0721.npz,111,405,405,520,1,1.3594000192824751,"[21, 28, 45, 58, 66, 97]"
instance_0722.npz,94,464,464,583,1,1.3376999995671213,"[4, 6, 31, 32, 38, 45, 48, 63, 73, 77]"
instance_0723.npz,160,757,757,953,1,4.123099992284551,"[1, 9, 19, 26, 31, 32, 34, 51, 52, 85, 91, 92, 108, 120, 124]"
instance_0724.npz,176,243,243,308,1,1.031799998600036,"[5, 13, 18, 43, 91, 127]"
instance_0725.npz,141,471,471,600,1,2.0077000081073493,"[20, 22, 27, 35, 64, 76, 103, 114, 122]"
instance_0726.npz,150,252,252,323,1,0.9507999930065125,"[19, 46, 76, 89, 100]"
instance_0727.npz,152,788,788,995,1,4.070299997692928,"[15, 24, 40, 60, 62, 64, 81, 88, 91, 125, 142, 144, 149]"
instance_0728.npz,153,345,345,439,1,1.4451000024564564,"[3, 44, 108, 114, 151]"
instance_0729.npz,125,661,661,845,1,2.7836999797727913,"[15, 18, 37, 59, 65, 66, 70, 78, 81, 87, 96, 105]"
instance_0730.npz,171,718,718,920,1,3.992200014181435,"[16, 22, 55, 62, 66, 73, 85, 89, 101, 122, 133]"
instance_0731.npz,199,777,777,991,1,4.979899997124448,"[24, 36, 51, 115, 123, 126, 142, 148, 159, 169, 170, 173, 196]"
instance_0732.npz,112,589,589,740,1,2.1542999893426895,"[0, 8, 17, 26, 35, 38, 55, 61, 68, 78, 92]"
instance_0733.npz,186,564,564,713,1,3.2147000019904226,"[9, 14, 15, 35, 48, 51, 79, 128]"
instance_0734.npz,158,519,519,662,1,2.5621999811846763,"[43, 59, 90, 91, 93, 112, 113, 115, 125, 130, 136]"
instance_0735.npz,169,236,236,303,1,0.9770000178832561,"[36, 45, 48, 62]"
instance_0736.npz,123,570,570,725,1,2.2908000100869685,"[16, 25, 30, 31, 36, 37, 66, 70, 79, 97]"
instance_0737.npz,159,384,384,490,1,1.6965999966487288,"[3, 65, 80, 82, 119, 145, 154]"
instance_0738.npz,128,730,730,916,1,3.186799993272871,"[1, 14, 18, 40, 43, 59, 65, 67, 83, 85, 90, 106, 124]"
instance_0739.npz,177,796,796,1019,1,4.733200010377914,"[2, 9, 10, 21, 40, 58, 60, 101, 108, 113, 117, 137]"
instance_0740.npz,150,529,529,677,1,2.5195999769493937,"[13, 16, 20, 49, 58, 65, 80, 116, 117, 121, 131]"
instance_0741.npz,99,343,343,438,1,0.9877000120468438,"[19, 32, 59, 79, 84, 85, 98]"
instance_0742.npz,121,248,248,318,1,0.7890999841038138,"[28, 72, 85, 92, 120]"
instance_0743.npz,138,286,286,365,1,1.0062000073958188,"[74, 100, 114, 122, 128, 131]"
instance_0744.npz,83,285,284,361,1,0.6155000010039657,"[6, 7, 9, 31, 44, 59]"
instance_0745.npz,144,386,386,497,1,1.5270999865606427,"[3, 6, 27, 73, 107, 140]"
instance_0746.npz,196,724,724,921,1,4.737900017062202,"[16, 27, 32, 33, 48, 57, 62, 84, 97, 102, 150, 154, 162, 172, 180, 181]"
instance_0747.npz,92,782,782,976,1,2.602299995487556,"[11, 18, 19, 26, 27, 29, 30, 38, 39, 41, 45, 49, 65, 74, 82]"
instance_0748.npz,182,328,328,417,1,1.591100008226931,"[7, 8, 15, 22, 31, 105, 177]"
instance_0749.npz,137,695,695,865,1,3.215799981262535,"[1, 7, 25, 47, 48, 78, 83, 92, 104, 112, 114]"
instance_0750.npz,168,414,414,526,1,2.063099993392825,"[27, 37, 60, 63, 88, 109]"
instance_0751.npz,199,249,249,316,1,1.190500013763085,"[92, 93, 122]"
instance_0752.npz,197,218,218,281,1,1.2698000064119697,"[66, 122, 165, 169]"
instance_0753.npz,159,318,318,407,1,1.3306000037118793,"[27, 36, 43, 49, 53, 76]"
instance_0754.npz,172,496,496,629,1,2.673999988473952,"[24, 28, 52, 54, 61, 63, 82, 85, 99, 107]"
instance_0755.npz,173,366,366,469,1,1.7924999992828816,"[32, 44, 76, 78, 96, 101, 130, 131]"
instance_0756.npz,184,688,688,874,1,4.199200018774718,"[19, 38, 41, 47, 51, 60, 64, 88, 129, 133, 134, 137]"
instance_0757.npz,175,431,431,550,1,2.2458000166807324,"[29, 32, 44, 55, 67, 128, 129, 148]"
instance_0758.npz,137,345,345,439,1,1.4242999895941466,"[3, 6, 24, 48, 67]"
instance_0759.npz,112,311,311,398,1,0.9251000010408461,"[17, 30, 85, 97, 109]"
instance_0760.npz,114,613,613,785,1,2.3372000141534954,"[0, 12, 29, 41, 46, 48, 53, 66, 73, 92, 105]"
instance_0761.npz,96,241,241,306,1,0.5855999770574272,"[6, 7, 34, 67]"
instance_0762.npz,86,380,380,482,1,0.9711000020615757,"[6, 11, 22, 35, 48, 66, 70]"
instance_0763.npz,136,590,590,751,1,2.4942999880295247,"[1, 2, 14, 22, 52, 53, 68, 129]"
instance_0764.npz,170,614,614,777,1,3.4625999978743494,"[2, 43, 52, 72, 80, 105, 125, 139, 142, 144, 145, 152]"
instance_0765.npz,133,410,410,525,1,1.7497999942861497,"[2, 25, 65, 72, 76, 89]"
instance_0766.npz,114,377,377,481,1,1.2330000172369182,"[20, 24, 31, 38, 70, 90]"
instance_0767.npz,164,469,469,602,1,2.4064999888651073,"[0, 2, 17, 31, 32, 36, 52, 77]"
instance_0768.npz,137,373,373,477,1,1.46079997648485,"[9, 11, 23, 28, 29, 34, 57, 104, 112, 114, 120]"
instance_0769.npz,196,263,263,336,1,1.2524000194389373,"[6, 17, 39, 48, 70, 190]"
